SHA 256 FLAT,PE256 Authenticode,Filename,Architecture,Partner,CVEs,Revocation List Date
7CEE7E91292E5591BA4597D312BCFE9C0EEB906B18B327B8983BA497F9921BF7,66AA13A0EDC219384D9C425D3927E6ED4A5D1940C5E7CD4DAC88F5770103F2F1,,64-bit,VMware Inc.,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
03C8C9956938147BCC81A19E580CA8B5214E82829EC0494C22B0F59013CA22B2,38909DAF2FE29BBFE22303939D3904F38DCA48B7F2A41F28F34DE564A0242781,BOOTIA32.EFI,32-bit,Red Hat Inc.,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
1275826206FEF9AA0A48A60BBC15300B3201F76F45E3CCE3FD0064DE2FC7CC5F,DCCC3CE1C00EE4B0B10487D372A0FA47F5C26F57A359BE7B27801E144EACBAC4,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
571B2AA6CA8EDF6479D3472814B8CDF34A0B8544939E5CE9F50261968E382B45,E800395DBE0E045781E8005178B4BAF5A257F06E159121A67C595F6AE22506FD,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
127B01B1F605183BBA4D1A07B7EEFE01BA88203A6CD6686B28F3883F33C0ED42,1CB4DCCAF2C812CFA7B4938E1371FE2B96910FE407216FD95428672D6C7E7316,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
8BF4FAC6F3981D1E6180DB0CD53152AE9666DC40884090A522840062E0C926E7,0257FF710F2A16E489B37493C07604A7CDA96129D8A8FD68D2B6AF633904315D,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
DA31FE4698AD3D0E30408927BE36C938BF52FA9CB8D46B12F84F5D5EC22DD1C6,495300790E6C9BF2510DABA59DB3D57E9D2B85D7D7640434EC75BAA3851C74E5,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
D92B8AC828B827E4E5B9E9AEB02676783CDB1884F42194823769CCF033A7B9C5,8E53EFDC15F852CEE5A6E92931BC42E6163CD30FF649CCA7E87252C3A459960B,bootx64.efi,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
A1111555BFDE8807746C8AF73DECEB4BDADC52DEE87004E2AD7239C038687985,992D359AA7A5F789D268B94C11B9485A6B1CE64362B0EDB4441CCC187C39647B,sbs.efi,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
E50F1F1E9FB9198E5B094773D1D0068CC1CB1987D06583ABACA20ADC1F8932A9,03F64A29948A88BEFFDB035E0B09A7370CCF0CD9CE6BCF8E640C2107318FAB87,shim.efi,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
F69D87F5BC30026B00110DADD0264311D15DECE6B67F046506755284AF5EC002,05D87E15713454616F5B0ED7849AB5C1712AB84F02349478EC2A38F970C01489,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
6A3C1124A642244F23685B68D2E5A0AE036651AA401DE70B3912EFD044B62222,08BB2289E9E91B4D20FF3F1562516AB07E979B2C6CEFE2AB70C6DFC1199F8DA5,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
20E870697471F16EAC55A9658212F83A7E443CDB3844C7D1901B4D4271828F7D,1F179186EFDF5EF2DE018245BA0EAE8134868601BA0D35FF3D9865C1537CED93,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
8A73B6E52B27695C72D4776C0BCFA54D30C1340D534D5EEFF8D890377CDFDFAA,362ED31D20B1E00392281231A96F0A0ACFDE02618953E695C9EF2EB0BAC37550,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
CB9E3E372C5F707858E1DE6421C2D3407C240F9D7BC43A9B9F3BA1F6037615B9,41D1EEB177C0324E17DD6557F384E532DE0CF51A019A446B01EFB351BC259D77,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
B6C36B2B18A3E73EA007173F8669D9A9A861FDDF27C3E3C0C3F1315E2AE5B43F,61CEC4A377BF5902C0FEAEE37034BF97D5BC6E0615E23A1CDFBAE6E3F5FB3CFD,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
6E5D8278A7A4A58DBBA2F5D01B09B9DE4BB20ACD2DD4890846C8125A65136BF8,6873D2F61C29BD52E954EEFF5977AA8367439997811A62FF212C948133C68D97,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
88B530624B67FAA0C0C1039618958F4DE983A997A6FF762BCCA82B8201194F28,6DBBEAD23E8C860CF8B47F74FBFCA5204DE3E28B881313BB1D1ECCDC4747934E,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
3AE3DA82C39C6BEEFD251265370D57D5BFC67181662736C62F2E6F687409C81B,72C26F827CEB92989798961BC6AE748D141E05D3EBCFB65D9041B266C920BE82,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
94BDE75194960FAFF8329DCB4462BD8888B32078B0FB8FB2011C6993FDA0316A,9063F5FBC5E57AB6DE6C9488146020E172B176D5AB57D4C89F0F600E17FE2DE2,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
84A6C5F6C7AC07F1CC405F7B53B69BFF17BE0E4B9A428C21D39DCE0CDD4EF16B,91656AA4EF493B3824A0B7263248E4E2D657A5C8488D880CB65B01730932FB53,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
424C636253B4EFA0C69F91505EE16D7079956B8EDE4524FFCE211A1B037FF692,97A51A094444620DF38CD8C6512CAC909A75FD437AE1E4D22929807661238127,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
610D0A80FD4E876EAD581903B33C96ECC4B8BD7115FC9DF5579B3A25416FDAEF,9BAF4F76D76BF5D6A897BFBD5F429BA14D04E08B48C3EE8D76930A828FFF3891,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
A121947909D35BB042F0049D18E4EE2B27941E10D14E4D6B1C11945CA79992E6,9ED33F0FBC180BC032F8909CA2C4AB3418EDC33A45A50D2521A3B5876AA3EA2C,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
8516257431A250296A10F82A4795F9CF68E5C185CEAA2F6F77CA0942CBE0C999,B8D6B5E7857B45830E017C7BE3D856ADEB97C7290EB0665A3D473A4BEB51DCF3,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
EC16CFB5AE2297154394D9AB6B5B749DCE676404486D72A44064CD9A716EC1F9,BB01DA0333BB639C7E1C806DB0561DC98A5316F22FEF1090FB8D0BE46DAE499A,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
C33397B499368E23DDA3FD5B9CC989647442F279EE6F80B53C620721C958346D,C2469759C1947E14F4B65F72A9F5B3AF8B6F6E727B68BB0D91385CBF42176A8A,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
561694642D87969C00583ED6C4BB6C41527DFF7164A079035E8C8B905A5E4B62,C42D11C70CCF5E8CF3FB91FDF21D884021AD836CA68ADF2CBB7995C10BF588D4,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
AA8DB86BE59A48E4C525DD468119BEBA1D836CE4293C76E4B736902D1AD62F27,C69D64A5B839E41BA16742527E17056A18CE3C276FD26E34901A1BC7D0E32219,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
30A947ED2F95D0E7F2746F3A4F3C458FC64554295BA5B4C302FE0EE4F8027C0C,D9668AB52785086786C134B5E4BDDBF72452813B6973229AB92AA1A54D201BF5,,64-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
AA909ADBB83E05F92BA2E1144C6A33CB320A760409E1015B00A9EED666063510,4EE45A217B38A8C13777DF0860F1255E52BAF3CF9D075373E31AD7E2C85E2CDB,,32-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
17F186C88052B988B4C9B62F8D7F55023AC317C82324DD5A958D05B8A1246F77,9E0D9074F146461F9ACEE7D27F2C7DD8BEE73EB62AC62CF87F03BEE0C4516528,,32-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
26A8EBB3EF412AA70D4AB4486EBEE8DB42656AE7F2EC868FA95FA656090F01BE,B52531C84351EB695A8AFF0B7A5BDF93972CDEDFAF4067745425D75E21CD0CBB,,32-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
459728935C400CBED125A0AA12D0E618CCB6F4FDE3194BB2D06A511DAA335350,B9B20E933E2B6C33C9FF088E224D802028F29A4CEBE50AB5D746027911A454FF,,32-bit,Unknown,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,July 2020
A1DD22421CC934E050572520A026985AE8C5FC5AD73816510713F1E1D4DFF575,01E2DA8EC5A6929DDBBBEB2E9807586FACDDCA6A7EF62BFEBB581BDC2D7274D6,rhel-8.3-20200730-shimia32.efi,32-bit,"Red Hat, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
3166EE4CE65D10105DEEE3A0163E236AC872E2C45652DC1DD78F8CE984463C12,040B3BC339E9B6F9ACD828B88F3482A5C3F64E67E5A714BA1DA8A70453B34AF6,shim-sles.efi,64-bit,SUSE Linux Products GmbH,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
1A9DDD9AF383AD81787CD7C6A6DC8C8AA86CD995157C32AD476B60D2C494F7FA,06C670F8572BF89ABAE13D14D81FFE80D5550F696862B1AB386E4D8C56B02016,centos-8.3-shim-20200726-shimia32.efi,32-bit,"Red Hat, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
10914C967939CA831D9D39B87332A6E8882FE99901DC0E4DE4931CA5A065B9FF,1142A0CC7C9004DFF64C5948484D6A7EC3514E176F5CA6BDEED7A093940B93CC,shim64-bit.efi,64-bit,"VMware, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
2CAD0B454397089723959FAAFC2DB5388C50DFD5C02319703BABA6F03654561C,172FA584B4EEA5A5D4104FB0AC30EDE032CCD31CD2675D7003D79A2CD0C243E6,rhel-7.9-20200730-shimia32.efi,32-bit,"Red Hat, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
DEF0CE090F4C6B203C317558D43D015427311475231E8CE9B2E00AC0C18D3922,2629AE14B467DA5DF8E9EB6F1ADC1A9F50A78DBC3C246271C8530D0D35997A4C,rhel-7.9-shim-20200726-shimia32.efi,32-bit,"Red Hat, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
FE09433ECE56EFB74EDFFB10BB4E2C05EF9FA3C37C5E60BD5E87FBDEEAB3EB40,288878F12E8B9C6CCBF601C73D5F4E985CAC0FF3FCB0C24E4414912B3EB91F15,rhel-8.3-20200730-shim64-bit.efi,64-bit,"Red Hat, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
FE924700AC79DC4689ADD5F7C6761E0D60E665A65F9572B43915010881B0BFBC,2B7A7A4DAFC35E49D03CBE7118E6BA4582401E1776B9C18A2597725B05A605F1,rhel-7.9-20200909-shimia32.efi,32-bit,"Red Hat, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
84E680F95CD31DB85663A5482A68778DD236503D88E8A6D8E3C4A6C9BA201102,2EA4CB6A1F1EB1D3DCE82D54FDE26DED243BA3E18DE7C6D211902A594FE56788,shim64-bit.efi,64-bit,Canonical Ltd,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
8C3A26B5831FF45BC3BCA44C2815951E2DA489A91BBCD295F12DFDBCED9958B9,398995770D21E9F66B90D69D1EDE16C9E58C0634B2F7D26B1F22501DD93FDAE5,centos-7.9-shim-20200726-shimia32.efi,32-bit,"Red Hat, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
258C72394A0D163E9196A16682D3881E6CB24171EDA78FE026CC9CA9BEBFF22E,40D6CAE02973789080CF4C3A9AD11B5A0A4D8BBA4438AB96E276CC784454DEE7,rhel-8.3-20200917-shim64-bit.efi,64-bit,"Red Hat, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
3BA74313087DB77CF93A00E072A2FAE00C0A472DAC5DD6988F9C0993A0769159,4AAC0A9E089DF8E9AC6725E0DFCA3AC11A17747A2E35F43A2B38A58F8AE2A273,rhel-8.3-20200917-shimia32.efi,32-bit,"Red Hat, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
D662EF94388DB203CE52DF9902D77E9E5EFB25A202B5B096351D604FD3E63080,4F0214FCE4FA8897D0C80A46D6DAB4124726D136FC2492EFD01BFEDFA3887A9C,centos-8.3-shim-20200726-shim64-bit.efi,64-bit,"Red Hat, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
5C512E50028955AED91AF0317813C68B427A7F73A6497BDA82F4551BE1A04936,5C2AFE34BD8A7AEBBB439C251DFB6A424F00E535AC4DF61EC19745B6F10E893A,centos-7.9-shim-20200726-shim64-bit.efi,64-bit,"Red Hat, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
3C6318DC79E5CE66F7DCCC71DF01C4E4ACC53F14D978011A29033D59D43D9233,62B79FB4A04052FCB498A97F22A3567642D4BC47D1C2FF9A06311C8C6148E907,shimaa64.efi,64-bit ARM,Canonical Ltd,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
BD8020CC80D5F842DDFD5AC110C189707A83E85415EEA3386884ABDCFD7F3135,99D7ADA0D67E5233108DBD76702F4B168087CFC4EC65494D6CA8ABA858FEBADA,rhel-7.9-shim-20200726-shim64-bit.efi,64-bit,"Red Hat, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
C2405153F56A12F727853FD55BC9C99B81937B42A1A0BC585310DA45D35A3FAD,A608A87F51BDF7532B4B80FA95EADFDF1BF8B0CBB58A7D3939C9F11C12E71C85,rhel-7.9-20200909-shim64-bit.efi,64-bit,"Red Hat, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
3898A72298BBF39E2E9B268DA9661B47B6AC5C160518089E27BF8DF25B77D584,BDD4086C019F5D388453C6D93475D39A576572BAFF75612C321B46A35A5329B1,shim64-bit.efi,64-bit,"Oracle America, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
DA649429AA5899D242782ED21EC332A217C3D530296FC9D7A0E3F1F694EB7FE1,CB994B400590B66CBF55FC663555CAF0D4F1CE267464D0452C2361E05EE1CD50,cent-8.3-20200730-shim64-bit.efi,64-bit,"Red Hat, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
7B9D76B66E9E3503682EB5B6CCC8F70B8B5082F140252A7F6127AD9764D8F297,D472D0DCBA3F5DD61BE3931244717BF2230BABD30E9E2F6B2880BFCDC8FD6665,shimia32.efi,32-bit,"Oracle America, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
24357D13D3CFC29A7E83D86A6BB53FC932461B7D0A653701188D7B427C704FB1,D6EE8DB782E36CAFFB4D9F8207900487DE930AABCC1D196FA455FBFD6F37273D,rhel-7.9-20200730-shim64-bit.efi,64-bit,"Red Hat, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
5DB10187E0E8BB8D2FF649810E03F80FB6873370F3AB1F013811B8E9670F3863,DDA0121DCF167DB1E2622D10F454701837AC6AF304A03EC06B3027904988C56B,cent-7.9-20200730-shim64-bit.efi,64-bit,"Red Hat, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
2D07ABD75C154055A858D4461A1B1B76D763E9ED294E2E10244C20601E072A29,DDF3E4261419944F7C2F8B92F6D14C35060B4F94818CC4183F0C072706DEF726,cent-7.9-20200730-shimia32.efi,32-bit,"Red Hat, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
7395EE455BB71B4A37DD973999C875F166037E7BF5B948F812A8B45ADFC03A55,E42572AFAC720F5D4A1C7AAAF802F094DACEB682F4E92783B2BB3FA00862AF7F,shim64-bit.efi,64-bit,"Oracle America, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
DF01F567CF2C2A7B872EB750F12EC534B6F207E760D1ACA6795DB7CB12CFD92D,E6236DC1EE074C077C7A1C9B3965947430847BE125F7AEB71D91A128133AEA7F,shim64-bit.efi,64-bit,HP Inc.,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
98721004CFF6B89B3E5A9267D29250710E6A6C8AFAE06EEF29F92745CD70E079,EF87BE89A413657DE8721498552CF9E0F3C1F71BC62DFA63B9F25BBC66E86494,rhel-8.3-shim-20200726-shim64-bit.efi,64-bit,"Red Hat, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
5E9D231F7BC2F98E9CBFBE65DA29F7B663A1E84FEE090250BD0976D65DB3FC0A,F5D396FC5AD8B7EAC22652129D56449DC30B6965CE3E41F5D76590E3B1ECFE62,cent-8.3-20200730-shimia32.efi,32-bit,"Red Hat, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
7B40290ADE5BA3316AFC08748CFAB5AE79FB30BB8B5972766D670C3887E3D294,F5E892DD6EC4C2DEFA4A495C09219B621379B64DA3D1B2E34ADF4B5F1102BD39,shim-opensuse.efi,64-bit,SUSE Linux Products GmbH,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
1BBE108A0DA8A6A15221BA576E985B4240AD603D7D967F710428A9CB53B97B0B,F7E4C7FB10755AC534BCDF61AA7FA18539E42E061C247891E9BA42E17290C742,shimia32.efi,32-bit,"Oracle America, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
96DD3FFBAB73A9DAA0CA93C34C4EDA5BD9C8AEEB0480C1A3BD93131F44CA9A29,FFF421A9DCD3EF38AD585E8BACA408AC2E4CDBDFA679900EC17089624E310ADA,rhel-8.3-shim-20200726-shimia32.efi,32-bit,"Red Hat, Inc.",CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
561EEF7131FFB079F75F6EC3E5738354A3C0EEB204863E7A4018B6409B7D26D0,D4241190CD5A369D8C344C660E24F3027FB8E7064FAB33770E93FA765FFB152E,shim-0~20120906.bcd0a4e8-0ubuntu3/shim64-bit.efi,64-bit,Canonical Ltd,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
DD33B966BE5F3882EED189E583AA4CA4D28E74B356DDEFFA164234DD7E89ABCA,23142E14424FB3FF4EFC75D00B63867727841ABA5005149070EE2417DF8AB799,shim-0~20120906.bcd0a4e8-0ubuntu4/shim64-bit.efi,64-bit,Canonical Ltd,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
FA07B984FB6FDD32DB497C55225E614759BFEB7093BE1F02AB2E30BE1869B2E7,91721AA76266B5BB2F8009F1188510A36E54AFD56E967387EA7D0B114D782089,shim-0.4-0ubuntu3/shim64-bit.efi,64-bit,Canonical Ltd,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
702A10FA1541869F455143ED00425E4E9B2D533C3B639259BDE6AAC97ECA15ED,DC8AFF7FAA9D1A00A3E32EEFBF899B3059CBB313A48B82FA9C8D931FD58FB69D,shim-0.4-0ubuntu4/shim64-bit.efi,64-bit,Canonical Ltd,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
17864E719E9C61D84E29A3CEDF2B63AEAECFC10867211EFC3077DD216B0A4965,9959ED4E05E548B59F219308A45563EA85BB224C1AD96DEC0E96C0E71FFCCD81,shim-0.7-0ubuntu4/shim64-bit.efi,64-bit,Canonical Ltd,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
45EC69179BE0F20088F10BE909FC8B6104F85607DB0A556482FEE9384EB4D52B,47B31A1C7867644B2EE8093B2D5FBE21E21F77C1617A2C08812F57ACE0850E9F,shim-0.8-0ubuntu2/shim64-bit.efi,64-bit,Canonical Ltd,CVE-2020-14372; CVE-2020-25632; CVE-2020-25647; CVE-2020-27749; CVE-2020-27779; CVE-2021-3418; CVE-2021-20225; CVE-2021-20233,April 2021
